Date,Site_Code,Site_Name,Region,Visitors,Avg_Spend_per_Head_GBP,Weather
2025-08-09,S001,Nova London Bridge,London,7521,18.13,Dry
2025-08-09,S002,Nova Manchester Arndale,Manchester,5837,14.41,Dry
2025-08-09,S003,Nova Birmingham Bullring,Birmingham,5923,12.61,Dry
2025-08-09,S004,Nova Bristol Cabot,Bristol,4530,14.14,Sunny
2025-08-09,S005,Nova Edinburgh Princes,Edinburgh,4427,15.06,Dry
2025-08-10,S001,Nova London Bridge,London,5953,15.37,Rain
2025-08-10,S002,Nova Manchester Arndale,Manchester,5331,14.12,Sunny
2025-08-10,S003,Nova Birmingham Bullring,Birmingham,6471,16.24,Sunny
2025-08-10,S004,Nova Bristol Cabot,Bristol,3309,12.79,Dry
2025-08-10,S005,Nova Edinburgh Princes,Edinburgh,4035,18.65,Cold
2025-08-11,S001,Nova London Bridge,London,3669,18.23,Rain
2025-08-11,S002,Nova Manchester Arndale,Manchester,2625,17.0,Rain
2025-08-11,S003,Nova Birmingham Bullring,Birmingham,3352,16.21,Dry
2025-08-11,S004,Nova Bristol Cabot,Bristol,2667,18.28,Sunny
2025-08-11,S005,Nova Edinburgh Princes,Edinburgh,2403,13.21,Rain
2025-08-12,S001,Nova London Bridge,London,5118,12.04,Sunny
2025-08-12,S002,Nova Manchester Arndale,Manchester,3255,12.35,Cold
2025-08-12,S003,Nova Birmingham Bullring,Birmingham,2944,13.4,Rain
2025-08-12,S004,Nova Bristol Cabot,Bristol,2336,11.94,Dry
2025-08-12,S005,Nova Edinburgh Princes,Edinburgh,2627,11.02,Dry
2025-08-13,S001,Nova London Bridge,London,3620,12.55,Rain
2025-08-13,S002,Nova Manchester Arndale,Manchester,3281,12.76,Dry
2025-08-13,S003,Nova Birmingham Bullring,Birmingham,3773,14.19,Dry
2025-08-13,S004,Nova Bristol Cabot,Bristol,2600,13.1,Dry
2025-08-13,S005,Nova Edinburgh Princes,Edinburgh,2769,14.83,Dry
2025-08-14,S001,Nova London Bridge,London,4597,17.84,Dry
2025-08-14,S002,Nova Manchester Arndale,Manchester,3412,17.26,Dry
2025-08-14,S003,Nova Birmingham Bullring,Birmingham,3674,11.23,Cold
2025-08-14,S004,Nova Bristol Cabot,Bristol,2565,13.94,Dry
2025-08-14,S005,Nova Edinburgh Princes,Edinburgh,3253,12.31,Dry
2025-08-15,S001,Nova London Bridge,London,6433,19.01,Dry
2025-08-15,S002,Nova Manchester Arndale,Manchester,4909,19.0,Dry
2025-08-15,S003,Nova Birmingham Bullring,Birmingham,5189,12.1,Dry
2025-08-15,S004,Nova Bristol Cabot,Bristol,3424,17.79,Sunny
2025-08-15,S005,Nova Edinburgh Princes,Edinburgh,4202,13.9,Dry
2025-08-16,S001,Nova London Bridge,London,8290,13.57,Sunny
2025-08-16,S002,Nova Manchester Arndale,Manchester,5457,15.5,Dry
2025-08-16,S003,Nova Birmingham Bullring,Birmingham,5492,14.76,Cold
2025-08-16,S004,Nova Bristol Cabot,Bristol,4125,12.48,Dry
2025-08-16,S005,Nova Edinburgh Princes,Edinburgh,5014,15.1,Dry
2025-08-17,S001,Nova London Bridge,London,6557,15.22,Dry
2025-08-17,S002,Nova Manchester Arndale,Manchester,4805,18.18,Dry
2025-08-17,S003,Nova Birmingham Bullring,Birmingham,5833,17.61,Dry
2025-08-17,S004,Nova Bristol Cabot,Bristol,3064,12.92,Rain
2025-08-17,S005,Nova Edinburgh Princes,Edinburgh,4142,19.12,Dry
2025-08-18,S001,Nova London Bridge,London,4258,15.74,Cold
2025-08-18,S002,Nova Manchester Arndale,Manchester,2856,16.76,Rain
2025-08-18,S003,Nova Birmingham Bullring,Birmingham,3490,14.21,Dry
2025-08-18,S004,Nova Bristol Cabot,Bristol,2385,15.86,Dry
2025-08-18,S005,Nova Edinburgh Princes,Edinburgh,2634,16.4,Cold
2025-08-19,S001,Nova London Bridge,London,3842,13.25,Cold
2025-08-19,S002,Nova Manchester Arndale,Manchester,3202,17.38,Dry
2025-08-19,S003,Nova Birmingham Bullring,Birmingham,3912,17.74,Sunny
2025-08-19,S004,Nova Bristol Cabot,Bristol,2319,12.29,Cold
2025-08-19,S005,Nova Edinburgh Princes,Edinburgh,2914,12.87,Sunny
2025-08-20,S001,Nova London Bridge,London,4598,12.84,Dry
2025-08-20,S002,Nova Manchester Arndale,Manchester,3441,17.07,Dry
2025-08-20,S003,Nova Birmingham Bullring,Birmingham,4471,14.93,Sunny
2025-08-20,S004,Nova Bristol Cabot,Bristol,2889,17.12,Sunny
2025-08-20,S005,Nova Edinburgh Princes,Edinburgh,3004,13.27,Dry
2025-08-21,S001,Nova London Bridge,London,5272,11.04,Sunny
2025-08-21,S002,Nova Manchester Arndale,Manchester,3516,16.25,Dry
2025-08-21,S003,Nova Birmingham Bullring,Birmingham,3787,12.75,Dry
2025-08-21,S004,Nova Bristol Cabot,Bristol,2670,11.55,Dry
2025-08-21,S005,Nova Edinburgh Princes,Edinburgh,3285,16.04,Dry
2025-08-22,S001,Nova London Bridge,London,5804,18.75,Dry
2025-08-22,S002,Nova Manchester Arndale,Manchester,4887,12.17,Sunny
2025-08-22,S003,Nova Birmingham Bullring,Birmingham,5123,16.56,Dry
2025-08-22,S004,Nova Bristol Cabot,Bristol,3147,14.34,Dry
2025-08-22,S005,Nova Edinburgh Princes,Edinburgh,3688,12.13,Dry
2025-08-23,S001,Nova London Bridge,London,7567,17.24,Dry
2025-08-23,S002,Nova Manchester Arndale,Manchester,5204,17.66,Dry
2025-08-23,S003,Nova Birmingham Bullring,Birmingham,6555,15.08,Dry
2025-08-23,S004,Nova Bristol Cabot,Bristol,3682,18.53,Dry
2025-08-23,S005,Nova Edinburgh Princes,Edinburgh,4792,17.74,Dry
2025-08-24,S001,Nova London Bridge,London,5929,14.47,Rain
2025-08-24,S002,Nova Manchester Arndale,Manchester,4420,15.93,Rain
2025-08-24,S003,Nova Birmingham Bullring,Birmingham,4190,16.1,Rain
2025-08-24,S004,Nova Bristol Cabot,Bristol,3142,11.83,Cold
2025-08-24,S005,Nova Edinburgh Princes,Edinburgh,4039,17.46,Dry
2025-08-25,S001,Nova London Bridge,London,4345,15.24,Dry
2025-08-25,S002,Nova Manchester Arndale,Manchester,2762,15.71,Rain
2025-08-25,S003,Nova Birmingham Bullring,Birmingham,3805,14.95,Dry
2025-08-25,S004,Nova Bristol Cabot,Bristol,2224,12.24,Dry
2025-08-25,S005,Nova Edinburgh Princes,Edinburgh,2738,16.52,Dry
2025-08-26,S001,Nova London Bridge,London,4177,13.32,Dry
2025-08-26,S002,Nova Manchester Arndale,Manchester,2511,13.55,Rain
2025-08-26,S003,Nova Birmingham Bullring,Birmingham,4047,17.4,Sunny
2025-08-26,S004,Nova Bristol Cabot,Bristol,2824,13.07,Sunny
2025-08-26,S005,Nova Edinburgh Princes,Edinburgh,2735,12.39,Cold
2025-08-27,S001,Nova London Bridge,London,4567,15.44,Dry
2025-08-27,S002,Nova Manchester Arndale,Manchester,2803,18.46,Rain
2025-08-27,S003,Nova Birmingham Bullring,Birmingham,3452,11.84,Cold
2025-08-27,S004,Nova Bristol Cabot,Bristol,2774,12.51,Sunny
2025-08-27,S005,Nova Edinburgh Princes,Edinburgh,3279,16.59,Sunny
2025-08-28,S001,Nova London Bridge,London,4828,16.43,Dry
2025-08-28,S002,Nova Manchester Arndale,Manchester,3814,17.25,Dry
2025-08-28,S003,Nova Birmingham Bullring,Birmingham,4791,13.67,Sunny
2025-08-28,S004,Nova Bristol Cabot,Bristol,2393,12.85,Cold
2025-08-28,S005,Nova Edinburgh Princes,Edinburgh,2985,17.58,Dry
2025-08-29,S001,Nova London Bridge,London,5172,16.19,Rain
2025-08-29,S002,Nova Manchester Arndale,Manchester,4398,13.95,Dry
2025-08-29,S003,Nova Birmingham Bullring,Birmingham,5065,15.99,Dry
2025-08-29,S004,Nova Bristol Cabot,Bristol,3721,13.02,Sunny
2025-08-29,S005,Nova Edinburgh Princes,Edinburgh,3800,17.0,Dry
2025-08-30,S001,Nova London Bridge,London,6393,13.75,Rain
2025-08-30,S002,Nova Manchester Arndale,Manchester,4245,13.91,Rain
2025-08-30,S003,Nova Birmingham Bullring,Birmingham,6063,12.41,Dry
2025-08-30,S004,Nova Bristol Cabot,Bristol,3970,15.7,Dry
2025-08-30,S005,Nova Edinburgh Princes,Edinburgh,4615,16.01,Dry
2025-08-31,S001,Nova London Bridge,London,6313,14.28,Dry
2025-08-31,S002,Nova Manchester Arndale,Manchester,5074,14.58,Dry
2025-08-31,S003,Nova Birmingham Bullring,Birmingham,4707,16.23,Rain
2025-08-31,S004,Nova Bristol Cabot,Bristol,3411,16.01,Dry
2025-08-31,S005,Nova Edinburgh Princes,Edinburgh,4513,17.31,Dry
2025-09-01,S001,Nova London Bridge,London,3042,15.72,Rain
2025-09-01,S002,Nova Manchester Arndale,Manchester,2107,13.63,Rain
2025-09-01,S003,Nova Birmingham Bullring,Birmingham,2588,15.94,Cold
2025-09-01,S004,Nova Bristol Cabot,Bristol,2050,16.2,Sunny
2025-09-01,S005,Nova Edinburgh Princes,Edinburgh,2323,16.01,Dry
2025-09-02,S001,Nova London Bridge,London,3113,13.69,Cold
2025-09-02,S002,Nova Manchester Arndale,Manchester,2648,17.3,Dry
2025-09-02,S003,Nova Birmingham Bullring,Birmingham,2715,18.5,Dry
2025-09-02,S004,Nova Bristol Cabot,Bristol,1755,14.34,Dry
2025-09-02,S005,Nova Edinburgh Princes,Edinburgh,1736,12.55,Rain
2025-09-03,S001,Nova London Bridge,London,3726,17.69,Dry
2025-09-03,S002,Nova Manchester Arndale,Manchester,2848,11.93,Dry
2025-09-03,S003,Nova Birmingham Bullring,Birmingham,2480,13.32,Rain
2025-09-03,S004,Nova Bristol Cabot,Bristol,1820,15.11,Cold
2025-09-03,S005,Nova Edinburgh Princes,Edinburgh,2051,12.73,Rain
2025-09-04,S001,Nova London Bridge,London,4743,12.62,Sunny
2025-09-04,S002,Nova Manchester Arndale,Manchester,3387,16.11,Sunny
2025-09-04,S003,Nova Birmingham Bullring,Birmingham,2460,13.62,Rain
2025-09-04,S004,Nova Bristol Cabot,Bristol,2102,16.78,Dry
2025-09-04,S005,Nova Edinburgh Princes,Edinburgh,2691,12.19,Sunny
2025-09-05,S001,Nova London Bridge,London,5385,14.89,Sunny
2025-09-05,S002,Nova Manchester Arndale,Manchester,3517,13.14,Cold
2025-09-05,S003,Nova Birmingham Bullring,Birmingham,3122,12.76,Rain
2025-09-05,S004,Nova Bristol Cabot,Bristol,2689,18.9,Dry
2025-09-05,S005,Nova Edinburgh Princes,Edinburgh,3136,17.24,Dry
2025-09-06,S001,Nova London Bridge,London,5888,16.8,Dry
2025-09-06,S002,Nova Manchester Arndale,Manchester,4373,14.03,Dry
2025-09-06,S003,Nova Birmingham Bullring,Birmingham,4882,12.63,Dry
2025-09-06,S004,Nova Bristol Cabot,Bristol,3159,18.98,Dry
2025-09-06,S005,Nova Edinburgh Princes,Edinburgh,3909,14.57,Sunny
2025-09-07,S001,Nova London Bridge,London,5113,18.9,Dry
2025-09-07,S002,Nova Manchester Arndale,Manchester,3427,14.02,Rain
2025-09-07,S003,Nova Birmingham Bullring,Birmingham,4867,14.15,Sunny
2025-09-07,S004,Nova Bristol Cabot,Bristol,3096,14.86,Sunny
2025-09-07,S005,Nova Edinburgh Princes,Edinburgh,3237,12.33,Dry
2025-09-08,S001,Nova London Bridge,London,3734,13.86,Sunny
2025-09-08,S002,Nova Manchester Arndale,Manchester,2652,13.34,Dry
2025-09-08,S003,Nova Birmingham Bullring,Birmingham,2326,17.32,Rain
2025-09-08,S004,Nova Bristol Cabot,Bristol,1420,16.37,Rain
2025-09-08,S005,Nova Edinburgh Princes,Edinburgh,2036,12.84,Dry
2025-09-09,S001,Nova London Bridge,London,3838,12.73,Sunny
2025-09-09,S002,Nova Manchester Arndale,Manchester,2475,13.44,Dry
2025-09-09,S003,Nova Birmingham Bullring,Birmingham,2699,11.67,Cold
2025-09-09,S004,Nova Bristol Cabot,Bristol,1839,12.49,Dry
2025-09-09,S005,Nova Edinburgh Princes,Edinburgh,2608,16.51,Sunny
2025-09-10,S001,Nova London Bridge,London,3544,18.16,Cold
2025-09-10,S002,Nova Manchester Arndale,Manchester,2350,14.83,Rain
2025-09-10,S003,Nova Birmingham Bullring,Birmingham,3281,13.31,Dry
2025-09-10,S004,Nova Bristol Cabot,Bristol,2050,14.48,Sunny
2025-09-10,S005,Nova Edinburgh Princes,Edinburgh,2096,16.07,Cold
2025-09-11,S001,Nova London Bridge,London,4433,14.66,Sunny
2025-09-11,S002,Nova Manchester Arndale,Manchester,3098,17.66,Sunny
2025-09-11,S003,Nova Birmingham Bullring,Birmingham,3803,16.61,Sunny
2025-09-11,S004,Nova Bristol Cabot,Bristol,2212,14.76,Dry
2025-09-11,S005,Nova Edinburgh Princes,Edinburgh,1942,16.68,Rain
2025-09-12,S001,Nova London Bridge,London,5393,17.73,Sunny
2025-09-12,S002,Nova Manchester Arndale,Manchester,4303,13.1,Sunny
2025-09-12,S003,Nova Birmingham Bullring,Birmingham,4233,15.2,Dry
2025-09-12,S004,Nova Bristol Cabot,Bristol,2589,18.44,Dry
2025-09-12,S005,Nova Edinburgh Princes,Edinburgh,2899,18.06,Dry
2025-09-13,S001,Nova London Bridge,London,6300,17.21,Sunny
2025-09-13,S002,Nova Manchester Arndale,Manchester,4442,18.92,Dry
2025-09-13,S003,Nova Birmingham Bullring,Birmingham,5067,11.7,Dry
2025-09-13,S004,Nova Bristol Cabot,Bristol,3693,14.91,Sunny
2025-09-13,S005,Nova Edinburgh Princes,Edinburgh,4168,16.4,Sunny
2025-09-14,S001,Nova London Bridge,London,5774,17.34,Dry
2025-09-14,S002,Nova Manchester Arndale,Manchester,3443,13.56,Rain
2025-09-14,S003,Nova Birmingham Bullring,Birmingham,3810,17.13,Cold
2025-09-14,S004,Nova Bristol Cabot,Bristol,2409,11.66,Rain
2025-09-14,S005,Nova Edinburgh Princes,Edinburgh,3250,16.03,Dry
2025-09-15,S001,Nova London Bridge,London,3578,12.58,Dry
2025-09-15,S002,Nova Manchester Arndale,Manchester,2749,11.38,Dry
2025-09-15,S003,Nova Birmingham Bullring,Birmingham,2205,15.95,Rain
2025-09-15,S004,Nova Bristol Cabot,Bristol,1830,14.66,Cold
2025-09-15,S005,Nova Edinburgh Princes,Edinburgh,2109,17.66,Dry
2025-09-16,S001,Nova London Bridge,London,2794,16.08,Rain
2025-09-16,S002,Nova Manchester Arndale,Manchester,2485,11.61,Dry
2025-09-16,S003,Nova Birmingham Bullring,Birmingham,2404,17.05,Rain
2025-09-16,S004,Nova Bristol Cabot,Bristol,1976,18.15,Dry
2025-09-16,S005,Nova Edinburgh Princes,Edinburgh,2342,11.96,Dry
2025-09-17,S001,Nova London Bridge,London,3479,17.36,Dry
2025-09-17,S002,Nova Manchester Arndale,Manchester,3107,13.72,Sunny
2025-09-17,S003,Nova Birmingham Bullring,Birmingham,2819,14.84,Dry
2025-09-17,S004,Nova Bristol Cabot,Bristol,2193,14.3,Sunny
2025-09-17,S005,Nova Edinburgh Princes,Edinburgh,2433,11.95,Dry
2025-09-18,S001,Nova London Bridge,London,3322,11.65,Rain
2025-09-18,S002,Nova Manchester Arndale,Manchester,2421,12.69,Rain
2025-09-18,S003,Nova Birmingham Bullring,Birmingham,3440,18.4,Dry
2025-09-18,S004,Nova Bristol Cabot,Bristol,2068,16.95,Dry
2025-09-18,S005,Nova Edinburgh Princes,Edinburgh,2170,12.51,Rain
2025-09-19,S001,Nova London Bridge,London,4893,17.6,Cold
2025-09-19,S002,Nova Manchester Arndale,Manchester,3594,13.49,Dry
2025-09-19,S003,Nova Birmingham Bullring,Birmingham,3535,19.2,Cold
2025-09-19,S004,Nova Bristol Cabot,Bristol,2714,14.91,Dry
2025-09-19,S005,Nova Edinburgh Princes,Edinburgh,3008,14.25,Cold
2025-09-20,S001,Nova London Bridge,London,5595,16.74,Cold
2025-09-20,S002,Nova Manchester Arndale,Manchester,3899,18.47,Rain
2025-09-20,S003,Nova Birmingham Bullring,Birmingham,5129,14.89,Dry
2025-09-20,S004,Nova Bristol Cabot,Bristol,2991,13.24,Dry
2025-09-20,S005,Nova Edinburgh Princes,Edinburgh,2927,12.3,Rain
2025-09-21,S001,Nova London Bridge,London,5490,13.08,Dry
2025-09-21,S002,Nova Manchester Arndale,Manchester,3466,17.36,Cold
2025-09-21,S003,Nova Birmingham Bullring,Birmingham,4781,13.39,Sunny
2025-09-21,S004,Nova Bristol Cabot,Bristol,2717,13.78,Dry
2025-09-21,S005,Nova Edinburgh Princes,Edinburgh,2759,19.36,Rain
2025-09-22,S001,Nova London Bridge,London,3646,14.79,Dry
2025-09-22,S002,Nova Manchester Arndale,Manchester,2551,16.59,Dry
2025-09-22,S003,Nova Birmingham Bullring,Birmingham,2804,16.32,Dry
2025-09-22,S004,Nova Bristol Cabot,Bristol,1754,17.36,Dry
2025-09-22,S005,Nova Edinburgh Princes,Edinburgh,2470,15.61,Sunny
2025-09-23,S001,Nova London Bridge,London,3385,16.69,Dry
2025-09-23,S002,Nova Manchester Arndale,Manchester,3142,14.83,Sunny
2025-09-23,S003,Nova Birmingham Bullring,Birmingham,3474,13.1,Sunny
2025-09-23,S004,Nova Bristol Cabot,Bristol,1601,11.44,Rain
2025-09-23,S005,Nova Edinburgh Princes,Edinburgh,2153,12.56,Dry
2025-09-24,S001,Nova London Bridge,London,3706,11.4,Dry
2025-09-24,S002,Nova Manchester Arndale,Manchester,2752,16.2,Dry
2025-09-24,S003,Nova Birmingham Bullring,Birmingham,3265,16.17,Dry
2025-09-24,S004,Nova Bristol Cabot,Bristol,1818,13.0,Cold
2025-09-24,S005,Nova Edinburgh Princes,Edinburgh,2336,12.71,Dry
2025-09-25,S001,Nova London Bridge,London,3187,12.79,Rain
2025-09-25,S002,Nova Manchester Arndale,Manchester,3103,17.92,Dry
2025-09-25,S003,Nova Birmingham Bullring,Birmingham,3100,17.48,Dry
2025-09-25,S004,Nova Bristol Cabot,Bristol,1692,16.82,Rain
2025-09-25,S005,Nova Edinburgh Princes,Edinburgh,2325,16.48,Dry
2025-09-26,S001,Nova London Bridge,London,5753,15.06,Sunny
2025-09-26,S002,Nova Manchester Arndale,Manchester,3640,17.57,Dry
2025-09-26,S003,Nova Birmingham Bullring,Birmingham,4769,18.45,Sunny
2025-09-26,S004,Nova Bristol Cabot,Bristol,2695,18.38,Dry
2025-09-26,S005,Nova Edinburgh Princes,Edinburgh,3345,19.26,Sunny
2025-09-27,S001,Nova London Bridge,London,6265,15.13,Dry
2025-09-27,S002,Nova Manchester Arndale,Manchester,4203,18.34,Dry
2025-09-27,S003,Nova Birmingham Bullring,Birmingham,5683,13.53,Sunny
2025-09-27,S004,Nova Bristol Cabot,Bristol,3395,17.45,Dry
2025-09-27,S005,Nova Edinburgh Princes,Edinburgh,3781,19.32,Dry
2025-09-28,S001,Nova London Bridge,London,4127,16.84,Rain
2025-09-28,S002,Nova Manchester Arndale,Manchester,4177,17.34,Sunny
2025-09-28,S003,Nova Birmingham Bullring,Birmingham,4600,12.99,Dry
2025-09-28,S004,Nova Bristol Cabot,Bristol,2683,18.5,Dry
2025-09-28,S005,Nova Edinburgh Princes,Edinburgh,3223,12.61,Cold
2025-09-29,S001,Nova London Bridge,London,3712,11.6,Sunny
2025-09-29,S002,Nova Manchester Arndale,Manchester,2125,13.11,Rain
2025-09-29,S003,Nova Birmingham Bullring,Birmingham,2825,17.32,Dry
2025-09-29,S004,Nova Bristol Cabot,Bristol,1800,14.82,Dry
2025-09-29,S005,Nova Edinburgh Princes,Edinburgh,2286,15.82,Dry
2025-09-30,S001,Nova London Bridge,London,3598,18.41,Dry
2025-09-30,S002,Nova Manchester Arndale,Manchester,2635,16.28,Dry
2025-09-30,S003,Nova Birmingham Bullring,Birmingham,2997,13.67,Dry
2025-09-30,S004,Nova Bristol Cabot,Bristol,1863,11.74,Dry
2025-09-30,S005,Nova Edinburgh Princes,Edinburgh,2311,17.88,Sunny
2025-10-01,S001,Nova London Bridge,London,3472,11.5,Dry
2025-10-01,S002,Nova Manchester Arndale,Manchester,2756,13.82,Sunny
2025-10-01,S003,Nova Birmingham Bullring,Birmingham,3111,17.0,Dry
2025-10-01,S004,Nova Bristol Cabot,Bristol,1902,13.66,Dry
2025-10-01,S005,Nova Edinburgh Princes,Edinburgh,1927,18.22,Rain
2025-10-02,S001,Nova London Bridge,London,3933,12.53,Dry
2025-10-02,S002,Nova Manchester Arndale,Manchester,2291,14.88,Rain
2025-10-02,S003,Nova Birmingham Bullring,Birmingham,3078,14.19,Dry
2025-10-02,S004,Nova Bristol Cabot,Bristol,2395,15.28,Sunny
2025-10-02,S005,Nova Edinburgh Princes,Edinburgh,2165,12.72,Dry
2025-10-03,S001,Nova London Bridge,London,5739,14.16,Sunny
2025-10-03,S002,Nova Manchester Arndale,Manchester,3814,18.47,Dry
2025-10-03,S003,Nova Birmingham Bullring,Birmingham,4175,12.31,Sunny
2025-10-03,S004,Nova Bristol Cabot,Bristol,2323,15.04,Dry
2025-10-03,S005,Nova Edinburgh Princes,Edinburgh,3127,19.41,Dry
2025-10-04,S001,Nova London Bridge,London,5184,18.16,Cold
2025-10-04,S002,Nova Manchester Arndale,Manchester,3849,14.99,Cold
2025-10-04,S003,Nova Birmingham Bullring,Birmingham,4646,17.48,Cold
2025-10-04,S004,Nova Bristol Cabot,Bristol,3122,19.38,Dry
2025-10-04,S005,Nova Edinburgh Princes,Edinburgh,3745,18.97,Dry
2025-10-05,S001,Nova London Bridge,London,4908,17.21,Dry
2025-10-05,S002,Nova Manchester Arndale,Manchester,3706,14.05,Dry
2025-10-05,S003,Nova Birmingham Bullring,Birmingham,4148,15.05,Dry
2025-10-05,S004,Nova Bristol Cabot,Bristol,2297,16.02,Rain
2025-10-05,S005,Nova Edinburgh Princes,Edinburgh,3147,12.44,Dry
2025-10-06,S001,Nova London Bridge,London,3585,13.51,Dry
2025-10-06,S002,Nova Manchester Arndale,Manchester,2464,11.51,Dry
2025-10-06,S003,Nova Birmingham Bullring,Birmingham,2415,17.38,Cold
2025-10-06,S004,Nova Bristol Cabot,Bristol,1690,15.99,Dry
2025-10-06,S005,Nova Edinburgh Princes,Edinburgh,1995,17.6,Dry
2025-10-07,S001,Nova London Bridge,London,3573,15.32,Dry
2025-10-07,S002,Nova Manchester Arndale,Manchester,2649,12.84,Dry
2025-10-07,S003,Nova Birmingham Bullring,Birmingham,2916,18.39,Sunny
2025-10-07,S004,Nova Bristol Cabot,Bristol,1461,13.49,Rain
2025-10-07,S005,Nova Edinburgh Princes,Edinburgh,2280,18.29,Sunny
2025-10-08,S001,Nova London Bridge,London,2791,11.78,Rain
2025-10-08,S002,Nova Manchester Arndale,Manchester,2452,14.03,Dry
2025-10-08,S003,Nova Birmingham Bullring,Birmingham,2838,16.99,Cold
2025-10-08,S004,Nova Bristol Cabot,Bristol,1796,12.53,Dry
2025-10-08,S005,Nova Edinburgh Princes,Edinburgh,2098,11.47,Dry
2025-10-09,S001,Nova London Bridge,London,4204,17.01,Sunny
2025-10-09,S002,Nova Manchester Arndale,Manchester,2789,17.2,Dry
2025-10-09,S003,Nova Birmingham Bullring,Birmingham,2630,14.6,Cold
2025-10-09,S004,Nova Bristol Cabot,Bristol,2261,17.95,Sunny
2025-10-09,S005,Nova Edinburgh Princes,Edinburgh,2431,13.21,Dry
2025-10-10,S001,Nova London Bridge,London,4206,16.35,Rain
2025-10-10,S002,Nova Manchester Arndale,Manchester,3044,15.45,Rain
2025-10-10,S003,Nova Birmingham Bullring,Birmingham,3731,17.59,Dry
2025-10-10,S004,Nova Bristol Cabot,Bristol,2004,12.23,Rain
2025-10-10,S005,Nova Edinburgh Princes,Edinburgh,2886,11.71,Dry
2025-10-11,S001,Nova London Bridge,London,6670,14.87,Sunny
2025-10-11,S002,Nova Manchester Arndale,Manchester,3302,16.96,Rain
2025-10-11,S003,Nova Birmingham Bullring,Birmingham,4853,13.71,Dry
2025-10-11,S004,Nova Bristol Cabot,Bristol,2826,18.64,Dry
2025-10-11,S005,Nova Edinburgh Princes,Edinburgh,3853,14.06,Dry
2025-10-12,S001,Nova London Bridge,London,5097,15.34,Dry
2025-10-12,S002,Nova Manchester Arndale,Manchester,3513,19.34,Cold
2025-10-12,S003,Nova Birmingham Bullring,Birmingham,4326,18.65,Dry
2025-10-12,S004,Nova Bristol Cabot,Bristol,2720,12.83,Dry
2025-10-12,S005,Nova Edinburgh Princes,Edinburgh,3389,15.03,Dry
2025-10-13,S001,Nova London Bridge,London,3527,14.47,Dry
2025-10-13,S002,Nova Manchester Arndale,Manchester,2692,11.92,Dry
2025-10-13,S003,Nova Birmingham Bullring,Birmingham,2283,18.26,Rain
2025-10-13,S004,Nova Bristol Cabot,Bristol,2039,15.54,Sunny
2025-10-13,S005,Nova Edinburgh Princes,Edinburgh,1688,16.57,Rain
2025-10-14,S001,Nova London Bridge,London,2942,18.35,Rain
2025-10-14,S002,Nova Manchester Arndale,Manchester,2303,12.28,Dry
2025-10-14,S003,Nova Birmingham Bullring,Birmingham,2904,16.81,Dry
2025-10-14,S004,Nova Bristol Cabot,Bristol,1721,12.37,Dry
2025-10-14,S005,Nova Edinburgh Princes,Edinburgh,2216,18.12,Dry
2025-10-15,S001,Nova London Bridge,London,3165,12.65,Rain
2025-10-15,S002,Nova Manchester Arndale,Manchester,2650,16.66,Dry
2025-10-15,S003,Nova Birmingham Bullring,Birmingham,3038,13.15,Dry
2025-10-15,S004,Nova Bristol Cabot,Bristol,2052,15.23,Sunny
2025-10-15,S005,Nova Edinburgh Princes,Edinburgh,2076,16.72,Dry
2025-10-16,S001,Nova London Bridge,London,3816,16.49,Dry
2025-10-16,S002,Nova Manchester Arndale,Manchester,2842,14.83,Dry
2025-10-16,S003,Nova Birmingham Bullring,Birmingham,3118,12.45,Dry
2025-10-16,S004,Nova Bristol Cabot,Bristol,1741,15.36,Cold
2025-10-16,S005,Nova Edinburgh Princes,Edinburgh,2177,17.99,Cold
2025-10-17,S001,Nova London Bridge,London,4424,16.94,Dry
2025-10-17,S002,Nova Manchester Arndale,Manchester,3461,19.33,Dry
2025-10-17,S003,Nova Birmingham Bullring,Birmingham,3895,17.74,Dry
2025-10-17,S004,Nova Bristol Cabot,Bristol,2301,17.01,Cold
2025-10-17,S005,Nova Edinburgh Princes,Edinburgh,2880,11.58,Dry
2025-10-18,S001,Nova London Bridge,London,4931,14.85,Rain
2025-10-18,S002,Nova Manchester Arndale,Manchester,4186,12.43,Cold
2025-10-18,S003,Nova Birmingham Bullring,Birmingham,3639,19.26,Rain
2025-10-18,S004,Nova Bristol Cabot,Bristol,2913,12.64,Dry
2025-10-18,S005,Nova Edinburgh Princes,Edinburgh,3470,13.43,Dry
2025-10-19,S001,Nova London Bridge,London,5378,11.57,Dry
2025-10-19,S002,Nova Manchester Arndale,Manchester,3751,14.46,Cold
2025-10-19,S003,Nova Birmingham Bullring,Birmingham,4295,13.38,Dry
2025-10-19,S004,Nova Bristol Cabot,Bristol,2527,16.74,Cold
2025-10-19,S005,Nova Edinburgh Princes,Edinburgh,3045,17.91,Dry
2025-10-20,S001,Nova London Bridge,London,3089,11.02,Cold
2025-10-20,S002,Nova Manchester Arndale,Manchester,2647,16.1,Sunny
2025-10-20,S003,Nova Birmingham Bullring,Birmingham,2737,11.53,Dry
2025-10-20,S004,Nova Bristol Cabot,Bristol,1399,14.94,Rain
2025-10-20,S005,Nova Edinburgh Princes,Edinburgh,2108,16.68,Dry
2025-10-21,S001,Nova London Bridge,London,3184,15.91,Cold
2025-10-21,S002,Nova Manchester Arndale,Manchester,2340,13.92,Cold
