Txn_ID,Txn_Date,Period,Account_Code,Description,Site_Code,Department,Amount_GBP
106285,2025-12-28,FY25-12,4030,MEMBERSHIP REVENUE,S001,EVENTS,5081.74
105701,2025-11-25,FY25-11,4030,Membership Revenue,S005,ENTERTAINMENT,2308.07
104900,2025-09-19,FY25-09,6500,IT & Software Licences,S003,,-969.89
106387,2025-12-20,FY25-12,5000,Cost of Goods Sold - F&B,S001,ENTERTAINMENT,-6002.24
103591,2025-07-19,FY25-07,5000,Cost of Goods Sold - F&B,S005,ENTERTAINMENT,-5493.54
105268,2025-10-13,FY25-10,6000,Wages & Salaries,S003,,-9647.86
100291,2025-01-09,FY25-01,6010,Employer NI & Pension,S005,,-1094.13
100101,2025-01-14,FY25-01,4020,Entertainment Revenue,S005,FOOD_BEV,7449.67
101907,2025-04-02,FY25-04,5010,Cost of Goods Sold - Retail,S003,MEMBERSHIP,-1881.25
101528,2025-03-17,FY25-03,6200,Utilities - Electricity,S004,,-511.77
104097,2025-08-22,FY25-08,5000,Cost of Goods Sold - F&B,S002,MEMBERSHIP,-6644.36
102065,2025-04-01,FY25-04,6200,Utilities - Electricity,S001,,-838.85
103646,2025-07-01,FY25-07,6000,Wages & Salaries,S002,,-9767.22
101443,2025-03-05,FY25-03,6100,Property Rent,S001,,-3017.93
103515,2025-07-21,FY25-07,4030,Membership Revenue,S005,RETAIL,2649.53
104387,2025-08-21,FY25-08,6600,Insurance,S001,,-783.62
103194,2025-06-03,FY25-06,6200,Utilities - Electricity,S002,,-665.39
104331,2025-08-18,FY25-08,6210,Utilities - Gas/Water,S003,,-528.17
103289,2025-06-30,FY25-06,6600,Insurance,S005,,-546.13
102838,2025-06-03,FY25-06,4010,Retail Merchandise Revenue,S002,EVENTS,3967.02
103714,2025-07-19,FY25-07,6100,Property Rent,S002,,-4264.27
101764,2025-04-27,FY25-04,4030,Membership Revenue,S001,FOOD_BEV,9354.75
102084,2025-04-13,FY25-04,6200,Utilities - Electricity,S003,,-577.81
101248,2025-03-21,FY25-03,4040,Events & Hire Revenue,S001,ENTERTAINMENT,1848.8
104117,2025-08-09,FY25-08,5000,Cost of Goods Sold - F&B,S005,RETAIL,-4142.21
104148,2025-08-11,FY25-08,5010,Cost of Goods Sold - Retail,S004,MEMBERSHIP,-3934.71
104397,2025-08-17,FY25-08,6600,Insurance,S005,,-573.31
104594,2025-09-16,FY25-09,5000,Cost of Goods Sold - F&B,S002,RETAIL,-10443.84
105111,2025-10-07,FY25-10,4030,Membership Revenue,S004,EVENTS,2183.06
103827,2025-07-09,FY25-07,6999,Marketing & Promotions,S004,,-442.38
105442,2025-10-19,FY25-10,6200,Utilities - Electricity,S002,,-889.36
104217,2025-08-13,FY25-08,6010,Employer NI & Pension,S003,,-1410.58
104413,2025-08-24,FY25-08,7000,Depreciation,S002,,-771.84
106422,2025-12-16,FY25-12,5000,Cost of Goods Sold - F&B,S004,RETAIL,-3822.87
104185,2025-08-25,FY25-08,9000,Wages & Salaries,S004,,-12665.88
106144,2025-11-05,FY25-11,7000,Depreciation,S003,,-818.76
106602,2025-12-28,FY25-12,6110,Business Rates,S003,,-1525.38
104171,2025-08-22,FY25-08,6000,Wages & Salaries  ,S003,,-8026.55
101219,2025-03-22,FY25-03,4030,Membership Revenue,S003,EVENTS,4018.52
105931,2025-11-01,FY25-11,6100,Property Rent,S003,,-2654.03
100563,2025-02-09,FY25-02,4010,Retail Merchandise Revenue,S002,FOOD_BEV,5241.92
103428,2025-07-08,FY25-07,4020,Entertainment Revenue,S001,MEMBERSHIP,19691.79
102209,2025-04-19,FY25-04,7000,Depreciation,S004,,-746.69
103763,2025-07-22,FY25-07,6110,Business Rates,S004,,-584.85
104482,2025-09-17,FY25-09,4010,Retail Merchandise Revenue,S003,MEMBERSHIP,6628.6
100396,2025-01-08,FY25-01,6200,Utilities - Electricity,S002,,-845.99
105757,2025-11-07,FY25-11,5000,Cost of Goods Sold - F&B,S004,MEMBERSHIP,-2729.6
104631,2025-09-15,FY25-09,5010,Cost of Goods Sold - Retail,S002,EVENTS,-3903.63
100263,2025-01-24,FY25-01,6010,Employer NI & Pension,S001,,-2333.21
103615,2025-07-11,FY25-07,5010, Cost of Goods Sold - Retail,S003,FOOD_BEV,-9004.21
103364,2025-07-27,FY25-07,4000,Food & Beverage Revenue,S003,RETAIL,24799.98
102323,2025-05-11,FY25-05,4020,Entertainment Revenue,S003,EVENTS,7692.17
105378,2025-10-25,FY25-10,6100,Property Rent,S005,,-2489.24
100847,2025-02-04,FY25-02,6010,Employer NI & Pension,S001,,-1286.35
101652,2025-04-06,FY25-04,4000,Food & Beverage Revenue,S001,MEMBERSHIP,23106.11
105501,2025-10-19,FY25-10,6300,Marketing & Promotions,S004,,-844.52
106682,2025-12-31,FY25-12,6210,Utilities - Gas/Water,S004,,-802.3
103829,2025-07-27,FY25-07,6999,Marketing & Promotions,S004,,-442.38
106186,2025-12-15,FY25-12,4000,Food & Beverage Revenue,S003,FOOD_BEV,28624.23
106651,2025-12-30,FY25-12,6200,Utilities - Electricity,S003,,-858.1
100975,2025-02-26,FY25-02,6200,Utilities - Electricity,S004,,-1215.56
100966,2025-02-25,FY25-02,6200,Utilities - Electricity,S003,,-922.6
102193,2025-04-04,FY25-04,7000,Depreciation,S001,,-1051.78
104905,2025-09-22,FY25-09,6500,IT & SOFTWARE LICENCES,S005,,-1327.98
106246,2025-12-15,FY25-12,4020,Entertainment Revenue,S001,MEMBERSHIP,46088.83
102702,2025-05-24,FY25-05,6300,MARKETING & PROMOTIONS,S005,,-1385.3
106078,2025-11-06,FY25-11,6300,Marketing & Promotions,S005,,-715.5
103750,2025-07-17,FY25-07,6110,Business Rates,S002,,-815.55
105540,2025-10-10,FY25-10,6700,Professional Fees  ,S001,,-663.68
104883,2025-09-08,FY25-09,6300,MARKETING & PROMOTIONS,S005,,-659.84
105104,2025-10-01,FY25-10,4030,Membership Revenue,S003,MEMBERSHIP,3711.47
103240,2025-06-19,FY25-06,6300,Marketing & Promotions,S002,,-1316.61
100993,2025-02-06,FY25-02,6210,Utilities - Gas/Water,S004,,-757.79
103247,2025-06-05,FY25-06,6300,Marketing & Promotions,S003,,-1260.43
103523,2025-07-12,FY25-07,4040,Events & Hire Revenue,S001,EVENTS,3021.28
100411,2025-01-14,FY25-01,6200,Utilities - Electricity,S005,,-700.05
100909,2025-02-23,FY25-02,6110,Business Rates,S001,,-2147.42
105873,2025-11-29,FY25-11,6999,Wages & Salaries,S005,,-5979.5
106636,2025-12-11,FY25-12,6200,Utilities - Electricity,S001,,-959.31
102866,2025-06-09,FY25-06,4010,Retail Merchandise Revenue,S005,FOOD_BEV,12809.52
100908,2025-02-03,FY25-02,6110,Business Rates,S001,,-2147.42
103081,2025-06-02,FY25-06,6010,Employer NI & Pension,S002,,-1505.45
105521,2025-10-03,FY25-10,6500,IT & Software Licences,S002,,-979.49
100508,2025-01-09,FY25-01,7000,Depreciation,S004,,-1080.58
105054,2025-10-22,FY25-10,4020,ENTERTAINMENT REVENUE,S002,RETAIL,6133.05
104721,2025-09-20,FY25-09,6010,Employer NI & Pension,S003,,-1405.44
101214,2025-03-12,FY25-03,4030,Membership Revenue,S003,RETAIL,4018.52
103409,2025-07-31,FY25-07,4010,Retail Merchandise Revenue,S003,ENTERTAINMENT,5270.41
105677,2025-11-02,FY25-11,4030,Membership Revenue,S002,RETAIL,6619.26
104307,2025-08-24,FY25-08,6110,Business Rates,S005,,-1308.95
104003,2025-08-10,FY25-08,4020,Entertainment Revenue,S005,ENTERTAINMENT,6790.18
106545,2025-12-15,FY25-12,6010,Employer NI & Pension,S005,,-1177.34
104864,2025-09-01,FY25-09,6300,Marketing & Promotions,S002,,-2042.83
104430,2025-08-25,FY25-08,7000,Depreciation,S005,,-821.71
101344,2025-03-13,FY25-03,5010,Cost of Goods Sold - Retail,S004,RETAIL,-1845.28
102415,2025-05-01,FY25-05,4040,Events & Hire Revenue,S004,,1236.43
101661,2025-04-21,FY25-04,4000,Food & Beverage Revenue,S002,ENTERTAINMENT,9604.18
102623,2025-05-05,FY25-05,6110,Business Rates,S005,,-1028.82
100104,2025-01-18,FY25-01,4020,Entertainment Revenue,S005,EVENTS,7449.67
101789,2025-04-27,FY25-04,4030,Membership Revenue,S005,FOOD_BEV,2692.6
103776,2025-07-20,FY25-07,6110,Business Rates,S005,,-959.11
101793,2025-04-08,FY25-04,4030,Membership Revenue,S005,FOOD_BEV,2692.6
105686,2025-11-26,FY25-11,4030,Membership Revenue,S003,EVENTS,2746.35
103059,2025-06-20,FY25-06,6000,Wages & Salaries,S003,,-10274.21
106562,2025-12-13,FY25-12,6100,Property Rent,S003,,-5803.6
103411,2025-07-04,FY25-07,4010,Retail Merchandise Revenue,S003,ENTERTAINMENT,5270.41
100190,2025-01-09,FY25-01,5010,Cost of Goods Sold - Retail,S001,MEMBERSHIP,-7148.72
106257,2025-12-02,FY25-12,4020,Entertainment Revenue,S003,,13476.95
102530,2025-05-05,FY25-05,6000,Wages & Salaries,S005,,-10319.28
106130,2025-11-20,FY25-11,7000,Depreciation,S002,,-765.33
101515,2025-03-08,FY25-03,6200,Utilities - Electricity,S003,,-1192.66
103477,2025-07-31,FY25-07,4030,Membership Revenue,S002,FOOD_BEV,2707.8
102420,2025-05-21,FY25-05,4040,Events & Hire Revenue,S005,MEMBERSHIP,2845.3
100443,2025-01-31,FY25-01,6400,Repairs & Maintenance,S002,,-1257.48
101984,2025-04-10,FY25-04,6010,EMPLOYER NI & PENSION,S003,,-1304.06
106768,2025-12-17,FY25-12,7000,Depreciation  ,S001,,-900.55
101238,2025-03-23,FY25-03,4030,Membership Revenue,S005,MEMBERSHIP,2720.34
106430,2025-12-01,FY25-12,5000,COST OF GOODS SOLD - F&B,S005,EVENTS,-5285.54
105848,2025-11-05,FY25-11,6000,Wages & Salaries,S003,,-7490.64
104238,2025-08-29,FY25-08,6100,Property Rent,S001,,-3523.12
103533,2025-07-07,FY25-07,4040,Events & Hire Revenue,S002,RETAIL,1771.83
105876,2025-11-16,FY25-11,6010,Employer NI & Pension,S001,,-2274.77
102751,2025-05-19,FY25-05,7000,Depreciation,S001,,-1061.79
100477,2025-01-25,FY25-01,7000,Depreciation,S001,,-956.23
105455,2025-10-11,FY25-10,6200,Utilities - Electricity,S005,,-525.99
102451,2025-05-12,FY25-05,5000,Cost of Goods Sold - F&B,S004,MEMBERSHIP,-12316.44
103914,2025-08-20,FY25-08,4000,Food & Beverage Revenue,S002,FOOD_BEV,23053.02
105981,2025-11-15,FY25-11,6110,Business Rates,S004,,-553.78
105746,2025-11-21,FY25-11,5000,Cost of Goods Sold - F&B,S002,RETAIL,-14555.51
101136,2025-03-22,FY25-03,4010,Retail Merchandise Revenue,S002,RETAIL,3260.02
101570,2025-03-23,FY25-03,6500,IT & Software Licences,S002,,-991.34
105321,2025-10-03,FY25-10,6010,Employer NI & Pension,S004,,-1170.09
102957,2025-06-26,FY25-06,4040,Events & Hire Revenue,S001,FOOD_BEV,2842.07
103220,2025-06-18,FY25-06,6210,Utilities - Gas/Water,S003,,-569.9
103420,2025-07-24,FY25-07,4010, Retail Merchandise Revenue,S005,ENTERTAINMENT,4492.8
103018,2025-06-18,FY25-06,5000,Cost of Goods Sold - F&B,S005,EVENTS,-3136.08
103765,2025-07-10,FY25-07,6110, Business Rates,S004,,-584.85
102478,2025-05-17,FY25-05,5010,Cost of Goods Sold - Retail,S003,MEMBERSHIP,-8157.45
103086,2025-06-04,FY25-06,6010,Employer NI & Pension,S002,,-1505.45
103700,2025-07-04,FY25-07,6010,EMPLOYER NI & PENSION,S005,,-1309.38
106223,2025-12-14,FY25-12,4010,Retail Merchandise Revenue,S003,RETAIL,10971.22
103033,2025-06-17,FY25-06,5010,Cost of Goods Sold - Retail,S004,EVENTS,-4653.48
103198,2025-06-15,FY25-06,6200,Utilities - Electricity,S002,,-665.39
101511,2025-03-19,FY25-03,6200,Utilities - Electricity,S002,,-1960.81
100009,2025-01-15,FY25-01,4000,Food & Beverage Revenue,S003,RETAIL,8698.92
100660,2025-02-03,FY25-02,4030,Membership Revenue,S004,,2050.06
100013,2025-01-13,FY25-01,4000,Food & Beverage Revenue,S003,ENTERTAINMENT,8698.92
102217,2025-04-11,FY25-04,7000,Depreciation,S004,,-746.69
101909,2025-04-02,FY25-04,5010,Cost of Goods Sold - Retail,S003,RETAIL,-1881.25
102202,2025-04-13,FY25-04,7000,Depreciation,S002,,-1650.05
105439,2025-10-05,FY25-10,6200,Utilities - Electricity,S002,,-889.36
102713,2025-05-31,FY25-05,6400,Repairs & Maintenance,S005,,-1073.75
106587,2025-12-26,FY25-12,6110,Business Rates,S002,,-772.39
100079,2025-01-18,FY25-01,4020,Entertainment Revenue,S002,EVENTS,16672.88
103069,2025-06-27,FY25-06,6000,WAGES & SALARIES,S005,,-8582.29
103746,2025-07-08,FY25-07,6110,Business Rates,S002,,-815.55
103282,2025-06-30,FY25-06,6500,IT & Software Licences,S005,,-1327.31
103329,2025-06-28,FY25-06,7000,Depreciation,S004,,-1086.03
105470,2025-10-02,FY25-10,6210,Utilities - Gas/Water,S003,,-823.62
103505,2025-07-09,FY25-07,4030,Membership Revenue,S004,RETAIL,2194.96
103379,2025-07-29,FY25-07,4000,Food & Beverage Revenue,S005,FOOD_BEV,12546.07
103043,2025-06-12,FY25-06,5010,Cost of Goods Sold - Retail,S005,RETAIL,-2251.44
102263,2025-05-21,FY25-05,4010,Retail Merchandise Revenue,S001,MEMBERSHIP,6903.63
102231,2025-05-30,FY25-05,4000, Food & Beverage Revenue,S002,MEMBERSHIP,11656.23
100859,2025-02-13,FY25-02,6010,Employer NI & Pension,S003,,-1027.81
104723,2025-09-04,FY25-09,6010,Employer NI & Pension,S004,,-750.9
102895,2025-06-09,FY25-06,4020,Entertainment Revenue,S004,,6842.44
103891,2025-07-03,FY25-07,7000,Depreciation,S004,,-569.39
100155,2025-01-02,FY25-01,4040,Events & Hire Revenue,S004,MEMBERSHIP,2942.33
105423,2025-10-29,FY25-10,6110,Business Rates,S004,,-652.84
103695,2025-07-09,FY25-07,6010,Employer NI & Pension,S004,,-689.25
103544,2025-07-27,FY25-07,4040,Events & Hire Revenue,S003,EVENTS,1880.27
104333,2025-08-02,FY25-08,6210,Utilities - Gas/Water  ,S003,,-528.17
100730,2025-02-08,FY25-02,5000,Cost of Goods Sold - F&B,S003,ENTERTAINMENT,-3865.29
101561,2025-03-08,FY25-03,6400,Repairs & Maintenance,S002,,-3588.56
100249,2025-01-14,FY25-01,6000,Wages & Salaries,S005,,-6579.52
100967,2025-02-18,FY25-02,6200,Utilities - Electricity,S003,,-922.6
100722,2025-02-02,FY25-02,5000,Cost of Goods Sold - F&B,S001,FOOD_BEV,-6809.24
102849,2025-06-26,FY25-06,4010,Retail Merchandise Revenue,S003,,3951.78
105198,2025-10-01,FY25-10,5000,Cost of Goods Sold - F&B,S004,EVENTS,-2618.06
106170,2025-12-18,FY25-12,4000,Food & Beverage Revenue,S001,EVENTS,76115.7
100895,2025-02-02,FY25-02,6100,Property Rent,S003,,-6106.96
102611,2025-05-08,FY25-05,6110,BUSINESS RATES,S002,,-1386.17
100478,2025-01-18,FY25-01,7000,Depreciation,S001,,-956.23
103627,2025-07-10,FY25-07,5010,Cost of Goods Sold - Retail,S004,ENTERTAINMENT,-1638.37
106358,2025-12-24,FY25-12,4040,Events & Hire Revenue,S004,FOOD_BEV,1779.69
102700,2025-05-16,FY25-05,6300,Marketing & Promotions,S005,,-1385.3
105593,2025-11-11,FY25-11,4000,Food & Beverage Revenue,S003,FOOD_BEV,12739.55
105771,2025-11-16,FY25-11,5000,Cost of Goods Sold - F&B,S005,FOOD_BEV,-5285.08
105234,2025-10-19,FY25-10,5010,COST OF GOODS SOLD - RETAIL,S004,FOOD_BEV,-1779.13
103675,2025-07-26,FY25-07,6010,Employer NI & Pension,S002,,-1450.19
102892,2025-06-06,FY25-06,4020,Entertainment Revenue,S003,MEMBERSHIP,6624.45
100605,2025-02-03,FY25-02,4020,Entertainment Revenue,S002,MEMBERSHIP,5883.31
103644,2025-07-05,FY25-07,6000,Wages & Salaries,S002,,-9767.22
104022,2025-08-11,FY25-08,4030,Membership Revenue,S002,EVENTS,2886.96
101151,2025-03-13,FY25-03,4010,Retail Merchandise Revenue,S005,FOOD_BEV,2801.69
106501,2025-12-19,FY25-12,6000,Wages & Salaries,S004,,-5411.5
100052,2025-01-30,FY25-01,4010,Retail Merchandise Revenue,S002,,2216.04
106730,2025-12-16,FY25-12,6500,IT & Software Licences,S002,,-2874.12
106006,2025-11-20,FY25-11,6200,Utilities - Electricity,S002,,-801.89
101650,2025-03-17,FY25-03,7100,Bank Interest,S001,,-1104.29
106077,2025-11-14,FY25-11,6300,Marketing & Promotions,S005,,-715.5
101434,2025-03-28,FY25-03,6010,Employer NI & Pension,S005,,-2483.35
103134,2025-06-17,FY25-06,6100,Property Rent,S004,,-2287.8
104687,2025-09-21,FY25-09,6000,Wages & Salaries,S003,,-8799.02
102571,2025-05-24,FY25-05,6010,Employer NI & Pension,S005,,-828.05
102201,2025-04-13,FY25-04,7000,Depreciation,S002,,-1650.05
103062,2025-06-22,FY25-06,6000,Wages & Salaries,S003,,-10274.21
104605,2025-09-11,FY25-09,5000,Cost of Goods Sold - F&B,S004,EVENTS,-3195.43
104842,2025-09-30,FY25-09,6200,Utilities - Electricity,S005,,-571.59
100938,2025-02-26,FY25-02,6110,Business Rates,S005,,-927.21
106238,2025-12-17,FY25-12,4010,Retail Merchandise Revenue,S005,MEMBERSHIP,6686.59
105795,2025-11-20,FY25-11,5010,Cost of Goods Sold - Retail,S002,FOOD_BEV,-2458.12
102044,2025-04-28,FY25-04,6110,Business Rates,S003,,-1125.59
102443,2025-05-11,FY25-05,5000,Cost of Goods Sold - F&B,S003,EVENTS,-4585.87
102529,2025-05-23,FY25-05,6000,Wages & Salaries,S005,,-10319.28
100790,2025-02-15,FY25-02,5010,Cost of Goods Sold - Retail  ,S004,RETAIL,-1305.65
106167,2025-11-19,FY25-11,7000,Depreciation,S005,,-1224.56
104915,2025-09-02,FY25-09,6600,Insurance,S004,,-722.03
103639,2025-07-21,FY25-07,6000, Wages & Salaries,S001,,-16761.96
102649,2025-05-25,FY25-05,6200,UTILITIES - ELECTRICITY,S003,,-596.19
103626,2025-07-03,FY25-07,5010,Cost of Goods Sold - Retail,S004,MEMBERSHIP,-1638.37
100214,2025-01-23,FY25-01,5010,Cost of Goods Sold - Retail,S005,RETAIL,-1880.98
101093,2025-03-13,FY25-03,4000,Food & Beverage Revenue,S001,ENTERTAINMENT,14314.66
106451,2025-12-19,FY25-12,5010,Cost of Goods Sold - Retail,S003,ENTERTAINMENT,-3270.73
106354,2025-12-14,FY25-12,4040,Events & Hire Revenue,S003,FOOD_BEV,3739.2
101682,2025-04-25,FY25-04,4000,Food & Beverage Revenue,S004,ENTERTAINMENT,9429.66
102119,2025-04-04,FY25-04,6300,Marketing & Promotions,S001,,-702.85
105196,2025-10-18,FY25-10,5000,Cost of Goods Sold - F&B,S004,ENTERTAINMENT,-2618.06
102836,2025-06-26,FY25-06,4010,Retail Merchandise Revenue,S002,EVENTS,3967.02
106555,2025-12-12,FY25-12,6100,Property Rent,S001,,-6145.22
100723,2025-02-25,FY25-02,5000,Cost of Goods Sold - F&B,S001,RETAIL,-6809.24
101585,2025-03-20,FY25-03,6600,Insurance,S003,,-653.2
102584,2025-05-16,FY25-05,9000,Property Rent,S003,,-7534.58
103882,2025-07-02,FY25-07,7000,Depreciation,S003,,-2853.83
104984,2025-10-18,FY25-10,4000,Food & Beverage Revenue,S003,RETAIL,11377.52
104205,2025-08-27,FY25-08,6010,Employer NI & Pension,S002,,-886.63
103223,2025-06-18,FY25-06,6210,Utilities - Gas/Water,S004,,-646.72
106300,2025-12-05,FY25-12,4030,Membership Revenue,S003,MEMBERSHIP,3130.78
105342,2025-10-18,FY25-10,6100,Property Rent,S001,,-3006.41
105163,2025-10-24,FY25-10,4040,Events & Hire Revenue,S004,MEMBERSHIP,2121.03
102338,2025-05-20,FY25-05,4030,Membership Revenue,S001,FOOD_BEV,2982.71
106136,2025-11-27,FY25-11,7000,Depreciation,S002,,-765.33
101368,2025-03-13,FY25-03,6000,Wages & Salaries,S002,,-7029.85
106746,2025-12-02,FY25-12,6600,Insurance,S004,,-500.0
103816,2025-07-12,FY25-07,6300,Marketing & Promotions,S003,,-2287.43
106431,2025-12-29,FY25-12,5000,Cost of Goods Sold - F&B,S005,ENTERTAINMENT,-5285.54
106244,2025-12-05,FY25-12,4010,Retail Merchandise Revenue,S005,RETAIL,6686.59
101697,2025-04-16,FY25-04,4010,Retail Merchandise Revenue,S001,FOOD_BEV,4233.73
104878,2025-09-04,FY25-09,6300,Marketing & Promotions,S005,,-659.84
103124,2025-06-09,FY25-06,6100,Property Rent,S002,,-3050.49
104045,2025-08-19,FY25-08,4030,Membership Revenue,S005,FOOD_BEV,2425.2
101757,2025-04-26,FY25-04,4020,Entertainment Revenue,S004,FOOD_BEV,8402.06
102696,2025-05-21,FY25-05,6300,Marketing & Promotions,S004,,-468.42
100023,2025-01-20,FY25-01,4000,Food & Beverage Revenue  ,S004,ENTERTAINMENT,6958.59
105009,2025-10-14,FY25-10,4000,Food & Beverage Revenue,S005,RETAIL,9900.22
100778,2025-02-26,FY25-02,5010,COST OF GOODS SOLD - RETAIL,S003,,-2951.3
101576,2025-03-07,FY25-03,6500,IT & Software Licences,S004,,-1086.22
103441,2025-07-05,FY25-07,4020,Entertainment Revenue  ,S004,RETAIL,6490.03
100435,2025-01-27,FY25-01,6300,Marketing & Promotions,S004,,-2767.72
104182,2025-08-21,FY25-08,6000,Wages & Salaries,S004,,-12665.88
106384,2025-12-07,FY25-12,5000,Cost of Goods Sold - F&B,S001,EVENTS,-6002.24
102653,2025-05-16,FY25-05,6200,Utilities - Electricity,S005,,-1621.74
105566,2025-10-12,FY25-10,7000,Depreciation,S004,,-1116.37
100984,2025-02-21,FY25-02,6999, Utilities - Electricity,S005,,-1110.63
102861,2025-06-07,FY25-06,4010,Retail Merchandise Revenue,S004,RETAIL,4861.56
100041,2025-01-16,FY25-01,4010,Retail Merchandise Revenue,S002,EVENTS,2216.04
105416,2025-10-17,FY25-10,6110,Business Rates,S004,,-652.84
105822,2025-11-15,FY25-11,6000,Wages & Salaries,S001,,-9868.1
104256,2025-08-12,FY25-08,6100,Property Rent,S004,,-1921.92
102908,2025-06-05,FY25-06,4020,Entertainment Revenue,S005,EVENTS,5672.18
105503,2025-10-07,FY25-10,6300,Marketing & Promotions,S005,,-812.7
104982,2025-10-31,FY25-10,4000,Food & Beverage Revenue,S003,ENTERTAINMENT,11377.52
102507,2025-05-02,FY25-05,6000,Wages & Salaries,S002,,-6564.86
103460,2025-07-04,FY25-07,4020,Entertainment Revenue,S005,ENTERTAINMENT,7831.2
104309,2025-08-25,FY25-08,6200,Utilities - Electricity,S001,,-894.54
105135,2025-10-25,FY25-10,4040,Events & Hire Revenue  ,S001,EVENTS,2237.33
101399,2025-03-25,FY25-03,6000,Wages & Salaries,S005,,-6875.96
100354,2025-01-10,FY25-01,6110,Business Rates,S003,,-705.23
105062,2025-10-23,FY25-10,4020,Entertainment Revenue,S003,ENTERTAINMENT,15101.29
105327,2025-10-09,FY25-10,6010,Employer NI & Pension,S005,,-1873.14
100918,2025-02-03,FY25-02,6110,Business Rates,S003,,-735.2
101162,2025-03-19,FY25-03,4020,Entertainment Revenue  ,S001,RETAIL,14629.54
100412,2025-01-23,FY25-01,6200,Utilities - Electricity,S005,,-700.05
106020,2025-11-12,FY25-11,6200,Utilities - Electricity,S003,,-823.42
106681,2025-12-01,FY25-12,6210,Utilities - Gas/Water,S004,,-802.3
103792,2025-07-16,FY25-07,6210,Utilities - Gas/Water,S001,,-1954.57
100772,2025-02-17,FY25-02,5010,Cost of Goods Sold - Retail,S002,ENTERTAINMENT,-1466.86
103451,2025-07-24,FY25-07,4020,Entertainment Revenue,S004,RETAIL,6490.03
105027,2025-10-17,FY25-10,4010,Retail Merchandise Revenue,S003,MEMBERSHIP,9385.27
100516,2025-01-28,FY25-01,7000,Depreciation  ,S005,,-1219.27
103122,2025-06-17,FY25-06,6100,Property Rent,S002,,-3050.49
106013,2025-11-05,FY25-11,6200,Utilities - Electricity,S003,,-823.42
105827,2025-11-09,FY25-11,6000,Wages & Salaries,S001,,-9868.1
106049,2025-11-14,FY25-11,6300,Marketing & Promotions,S001,,-1465.54
101736,2025-04-09,FY25-04,4020,Entertainment Revenue,S002,MEMBERSHIP,7546.42
100579,2025-02-07,FY25-02,4010,Retail Merchandise Revenue,S004,ENTERTAINMENT,3626.55
105533,2025-10-01,FY25-10,6600,Insurance,S003,,-931.53
,,,,,,,
103638,2025-07-05,FY25-07,6000,Wages & Salaries,S001,,-16761.96
100574,2025-02-22,FY25-02,4010,Retail Merchandise Revenue,S003,EVENTS,3888.66
101669,2025-04-20,FY25-04,4000,Food & Beverage Revenue,S002,RETAIL,9604.18
101574,2025-03-12,FY25-03,6500,IT & Software Licences,S003,,-1038.83
101823,2025-04-08,FY25-04,4040,Events & Hire Revenue,S004,ENTERTAINMENT,1911.02
102701,2025-05-23,FY25-05,6300,Marketing & Promotions,S005,,-1385.3
102944,2025-06-03,FY25-06,4030,MEMBERSHIP REVENUE,S004,ENTERTAINMENT,2268.82
100805,2025-02-18,FY25-02,6000,Wages & Salaries,S001,,-19738.64
104030,2025-08-08,FY25-08,4030,Membership Revenue,S004,RETAIL,2712.0
104432,2025-08-16,FY25-08,7000,Depreciation,S005,,-821.71
103641,2025-07-02,FY25-07,6000,Wages & Salaries,S001,,-16761.96
102315,2025-05-07,FY25-05,4020, Entertainment Revenue,S003,FOOD_BEV,7692.17
106782,2025-12-02,FY25-12,7000,Depreciation,S003,,-1292.33
101353,2025-03-17,FY25-03,5010,Cost of Goods Sold - Retail,S005,MEMBERSHIP,-1802.16
102555,2025-05-16,FY25-05,6010,Employer NI & Pension,S003,,-1011.69
104709,2025-09-19,FY25-09,6010,Employer NI & Pension,S001,,-2613.88
104921,2025-09-23,FY25-09,6700,Professional Fees,S001,,-626.89
102572,2025-05-08,FY25-05,6010,Employer NI & Pension,S005,,-828.05
100853,2025-02-25,FY25-02,6010,Employer NI & Pension,S002,,-1238.52
105601,2025-11-27,FY25-11,4000,Food & Beverage Revenue,S004,FOOD_BEV,19468.76
103421,2025-07-27,FY25-07,4010,Retail Merchandise Revenue,S005,EVENTS,4492.8
100820,2025-02-10,FY25-02,6000,Wages & Salaries,S003,,-11959.82
100147,2025-01-24,FY25-01,4040,Events & Hire Revenue,S003,RETAIL,1121.72
104932,2025-09-08,FY25-09,7000,Depreciation,S001,,-1503.87
105391,2025-10-04,FY25-10,6110,Business Rates,S002,,-679.06
103260,2025-06-14,FY25-06,6300,Marketing & Promotions,S005,,-616.03
101350,2025-03-28,FY25-03,5010,Cost of Goods Sold - Retail,S005,MEMBERSHIP,-1802.16
104300,2025-08-18,FY25-08,9000,Business Rates,S004,,-713.79
101252,2025-03-27,FY25-03,4040,Events & Hire Revenue,S002,EVENTS,1177.99
104639,2025-09-06,FY25-09,5010,Cost of Goods Sold - Retail,S003,RETAIL,-3313.75
103690,2025-07-29,FY25-07,6010,Employer NI & Pension,S004,,-689.25
106264,2025-12-02,FY25-12,4020,Entertainment Revenue,S004,FOOD_BEV,11823.73
106299,2025-12-13,FY25-12,4030,Membership Revenue,S003,FOOD_BEV,3130.78
101828,2025-04-24,FY25-04,4040,Events & Hire Revenue,S005,ENTERTAINMENT,1428.32
104448,2025-09-14,FY25-09,4000,Food & Beverage Revenue,S002,ENTERTAINMENT,31947.08
